impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,finalidad_id,finalidad_desc,funcion_id,funcion_desc,fuente_financiamiento_id,fuente_financiamiento_desc,ubicacion_geografica_id,ubicacion_geografica_desc,unidad_ejecutora_id,unidad_ejecutora_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,ultima_actualizacion_fecha
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,10,Provincia de Catamarca,1580,Subdirección Ejecutiva de Prestaciones,0,303.66,60.42712816,60.42712816,60.42712816,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,14,Provincia de Córdoba,1580,Subdirección Ejecutiva de Prestaciones,0,2050.31,828.03156454,828.03156454,828.03156454,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,18,Provincia de Corrientes,1580,Subdirección Ejecutiva de Prestaciones,0,937.89,184.83388467,184.83388467,184.83388467,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,22,Provincia del Chaco,1580,Subdirección Ejecutiva de Prestaciones,0,1176.31,149.1087659,149.1087659,149.1087659,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,26,Provincia del Chubut,1580,Subdirección Ejecutiva de Prestaciones,0,304.07,356.17417997,356.17417997,356.17417997,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,30,Provincia de Entre Ríos,1580,Subdirección Ejecutiva de Prestaciones,0,807.47,233.86209631,233.86209631,233.86209631,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,34,Provincia de Formosa,1580,Subdirección Ejecutiva de Prestaciones,0,584.66,57.25126185,57.25126185,57.25126185,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,38,Provincia de Jujuy,1580,Subdirección Ejecutiva de Prestaciones,0,535.16,139.3684222,139.3684222,139.3684222,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,42,Provincia de La Pampa,1580,Subdirección Ejecutiva de Prestaciones,0,264.59,77.92036319,77.92036319,77.92036319,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,46,Provincia de La Rioja,1580,Subdirección Ejecutiva de Prestaciones,0,280.88,80.04825067,80.04825067,80.04825067,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,50,Provincia de Mendoza,1580,Subdirección Ejecutiva de Prestaciones,0,1243.48,464.79286056,464.79286056,464.79286056,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,54,Provincia de Misiones,1580,Subdirección Ejecutiva de Prestaciones,0,1139.02,252.73512811,252.73512811,252.73512811,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,58,Provincia del Neuquén,1580,Subdirección Ejecutiva de Prestaciones,0,381.09,191.74514624,191.74514624,191.74514624,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,62,Provincia de Río Negro,1580,Subdirección Ejecutiva de Prestaciones,0,462.15,222.79774634,222.79774634,222.79774634,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,66,Provincia de Salta,1580,Subdirección Ejecutiva de Prestaciones,0,1160.44,347.76037141,347.76037141,347.76037141,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,70,Provincia de San Juan,1580,Subdirección Ejecutiva de Prestaciones,0,619.89,195.78105832,195.78105832,195.78105832,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,74,Provincia de San Luis,1580,Subdirección Ejecutiva de Prestaciones,0,319.05,110.90412257,110.90412257,110.90412257,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,78,Provincia de Santa Cruz,1580,Subdirección Ejecutiva de Prestaciones,0,207.07,245.87774084,245.87774084,245.87774084,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,82,Provincia de Santa Fe,1580,Subdirección Ejecutiva de Prestaciones,0,1908.12,768.01907751,768.01907751,768.01907751,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,86,Provincia de Santiago del Estero,1580,Subdirección Ejecutiva de Prestaciones,0,919.16,109.50794578,109.50794578,109.50794578,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,90,Provincia de Tucumán,1580,Subdirección Ejecutiva de Prestaciones,0,1211.96,314.19445421,314.19445421,314.19445421,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.1,Tesoro Nacional,94,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",1580,Subdirección Ejecutiva de Prestaciones,0,99.4,143.54003929,143.54003929,143.54003929,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,2,Ciudad Autónoma de Buenos Aires,1580,Subdirección Ejecutiva de Prestaciones,0,0,3553.93317374,3551.92607292,7721.09409344,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,6,Provincia de Buenos Aires,1580,Subdirección Ejecutiva de Prestaciones,0,0,7721.21661971,7292.02364857,15169.23291233,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,10,Provincia de Catamarca,1580,Subdirección Ejecutiva de Prestaciones,0,0,92.78034816,92.78034816,199.86131835,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,14,Provincia de Córdoba,1580,Subdirección Ejecutiva de Prestaciones,0,0,1258.90223981,1258.90223981,2643.97840358,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,18,Provincia de Corrientes,1580,Subdirección Ejecutiva de Prestaciones,0,0,284.3260237,284.3260237,615.36444298,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,22,Provincia del Chaco,1580,Subdirección Ejecutiva de Prestaciones,0,0,232.82925451,232.82925451,522.70507248,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,26,Provincia del Chubut,1580,Subdirección Ejecutiva de Prestaciones,0,0,536.21058685,536.21058685,1097.01677498,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,30,Provincia de Entre Ríos,1580,Subdirección Ejecutiva de Prestaciones,0,0,357.03437203,357.03437203,757.99528846,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,34,Provincia de Formosa,1580,Subdirección Ejecutiva de Prestaciones,0,0,89.95087082,89.95087082,204.91016649,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,38,Provincia de Jujuy,1580,Subdirección Ejecutiva de Prestaciones,0,0,213.09554017,213.09554017,454.17994206,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,42,Provincia de La Pampa,1580,Subdirección Ejecutiva de Prestaciones,0,0,118.75009588,118.75009588,250.96053671,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,46,Provincia de La Rioja,1580,Subdirección Ejecutiva de Prestaciones,0,0,121.89456653,121.89456653,257.0660571,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,50,Provincia de Mendoza,1580,Subdirección Ejecutiva de Prestaciones,0,0,707.35234535,707.35234535,1489.45941792,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,54,Provincia de Misiones,1580,Subdirección Ejecutiva de Prestaciones,0,0,387.55901159,387.55901159,832.17130424,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,58,Provincia del Neuquén,1580,Subdirección Ejecutiva de Prestaciones,0,0,290.49327588,290.49327588,604.45166978,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,62,Provincia de Río Negro,1580,Subdirección Ejecutiva de Prestaciones,0,0,337.62554194,337.62554194,703.0071977,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,66,Provincia de Salta,1580,Subdirección Ejecutiva de Prestaciones,0,0,530.39436932,530.39436932,1123.15784916,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,70,Provincia de San Juan,1580,Subdirección Ejecutiva de Prestaciones,0,0,298.41486353,298.41486353,630.90678483,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,74,Provincia de San Luis,1580,Subdirección Ejecutiva de Prestaciones,0,0,168.22449608,168.22449608,351.16941844,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,78,Provincia de Santa Cruz,1580,Subdirección Ejecutiva de Prestaciones,0,0,369.66981626,369.66981626,753.56151231,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,82,Provincia de Santa Fe,1580,Subdirección Ejecutiva de Prestaciones,0,0,1167.5020344,1167.5020344,2451.13816954,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,86,Provincia de Santiago del Estero,1580,Subdirección Ejecutiva de Prestaciones,0,0,171.51626721,171.51626721,387.85443442,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,90,Provincia de Tucumán,1580,Subdirección Ejecutiva de Prestaciones,0,0,481.40032703,481.40032703,1031.46576742,2021-03-05 00:00:00
3,2020,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,94,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",1580,Subdirección Ejecutiva de Prestaciones,0,0,215.63672879,215.63672879,438.61625924,2021-03-05 00:00:00
4,2010,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,2,Capital Federal - Ciudad de Buenos Aires,376,Subdirección de Prestaciones,0,0,513.49023698,513.49023698,74.66373298,2011-11-24 00:00:00
4,2010,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,6,Provincia de Buenos Aires,376,Subdirección de Prestaciones,0,0,0,0,440.992366,2011-11-24 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,2,Ciudad Autónoma de Buenos Aires,376,Subdirección de Prestaciones,0,0,10.04739786,10.04739786,10.06121986,2012-07-16 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,6,Provincia de Buenos Aires,376,Subdirección de Prestaciones,0,0,238.34739208,238.34739208,238.34739208,2012-07-16 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,10,Provincia de Catamarca,376,Subdirección de Prestaciones,0,0,8.25696363,8.25696363,8.25696363,2012-07-16 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,14,Provincia de Córdoba,376,Subdirección de Prestaciones,0,0,57.66292756,57.66292756,57.66292756,2012-07-16 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,18,Provincia de Corrientes,376,Subdirección de Prestaciones,0,0,26.01313763,26.01313763,26.01313763,2012-07-16 00:00:00
4,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,22,Provincia del Chaco,376,Subdirección de Prestaciones,0,0,31.84780473,31.84780473,31.84780473,2012-07-16 00:00:00
